Player_Name,Kaggle_Match_Name,City,Sample_Innings,Sample_Balls,Confidence_Weight,Overall_SR,City_SR,City_Baseline_SR,City_Deviation,Overall_Avg,City_Avg,Overall_Boundary_Pct
Rahmanullah Gurbaz,Rahmanullah Gurbaz,Mohali,1,16,0.0,138.61,137.5,145.91,0.0,21.9,22.0,72.15
Rahul Tripathi,Rahul Tripathi,Ahmedabad,1,4,0.0,140.83,50.0,117.77,0.0,27.85,1.0,62.48
Rahul Tripathi,Rahul Tripathi,Chennai,1,21,0.0,140.83,104.76,110.29,0.0,27.85,22.0,62.48
Rahul Tripathi,Rahul Tripathi,Delhi,1,7,0.0,140.83,157.14,139.7,0.0,27.85,11.0,62.48
Rahul Tripathi,Rahul Tripathi,Hyderabad,7,111,0.84,140.83,139.64,130.53,-0.01,27.85,25.83,62.48
Rahul Tripathi,Rahul Tripathi,Jaipur,1,31,0.304,140.83,158.06,127.06,0.155,27.85,49.0,62.48
Rahul Tripathi,Rahul Tripathi,Kolkata,2,24,0.0,140.83,125.0,139.66,0.0,27.85,15.0,62.48
Rahul Tripathi,Rahul Tripathi,Lucknow,1,41,0.312,140.83,87.8,112.83,-0.604,27.85,36.0,62.48
Rahul Tripathi,Rahul Tripathi,Mullanpur,1,14,0.0,140.83,85.71,135.45,0.0,27.85,12.0,62.48
Rahul Tripathi,Rahul Tripathi,Mumbai,11,333,0.95,140.83,168.17,115.79,0.296,27.85,46.67,62.48
Rahul Tripathi,Rahul Tripathi,Pune,3,17,0.0,140.83,58.82,116.06,0.0,27.85,3.33,62.48
Rajat Patidar,Rajat Patidar,Ahmedabad,1,94,0.791,157.75,151.06,117.77,-0.07,33.6,71.0,66.37
Rajat Patidar,Rajat Patidar,Bengaluru,5,55,0.354,157.75,129.09,133.24,-0.234,33.6,14.2,66.37
Rajat Patidar,Rajat Patidar,Chennai,1,3,0.0,157.75,0.0,110.29,0.0,33.6,0.0,66.37
Rajat Patidar,Rajat Patidar,Dharamsala,1,24,0.0,157.75,233.33,129.46,0.0,33.6,56.0,66.37
Rajat Patidar,Rajat Patidar,Hyderabad,1,21,0.0,157.75,242.86,130.53,0.0,33.6,51.0,66.37
Rajat Patidar,Rajat Patidar,Kolkata,2,78,0.62,157.75,212.82,139.66,0.409,33.6,166.0,66.37
Rajat Patidar,Rajat Patidar,Mumbai,4,124,0.854,157.75,149.19,115.79,-0.093,33.6,46.25,66.37
Rajat Patidar,Rajat Patidar,Pune,2,34,0.306,157.75,123.53,116.06,-0.368,33.6,21.0,66.37
Raj Bawa,Raj Bawa,Mumbai,2,15,0.0,78.57,73.33,115.79,0.0,5.5,3.67,36.36
Ramandeep Singh,Ramandeep Singh,Chennai,1,12,0.0,162.77,108.33,110.29,0.0,25.5,13.0,65.36
Ramandeep Singh,Ramandeep Singh,Kolkata,2,25,0.0,162.77,224.0,139.66,0.0,25.5,56.0,65.36
Ramandeep Singh,Ramandeep Singh,Lucknow,1,4,0.0,162.77,375.0,112.83,0.0,25.5,0.0,65.36
Ramandeep Singh,Ramandeep Singh,Mumbai,4,46,0.321,162.77,102.17,115.79,-0.655,25.5,15.67,65.36
Ramandeep Singh,Ramandeep Singh,Pune,1,12,0.0,162.77,50.0,116.06,0.0,25.5,6.0,65.36
Ravichandran Ashwin,Ravichandran Ashwin,Ahmedabad,2,24,0.0,128.67,133.33,117.77,0.0,17.95,8.0,52.37
Ravichandran Ashwin,Ravichandran Ashwin,Bengaluru,1,6,0.0,128.67,200.0,133.24,0.0,17.95,12.0,52.37
Ravichandran Ashwin,Ravichandran Ashwin,Chennai,1,25,0.0,128.67,132.0,110.29,0.0,17.95,33.0,52.37
Ravichandran Ashwin,Ravichandran Ashwin,Delhi,1,3,0.0,128.67,66.67,139.7,0.0,17.95,2.0,52.37
Ravichandran Ashwin,Ravichandran Ashwin,Guwahati,1,4,0.0,128.67,0.0,105.94,0.0,17.95,0.0,52.37
Ravichandran Ashwin,Ravichandran Ashwin,Hyderabad,2,3,0.0,128.67,200.0,130.53,0.0,17.95,0.0,52.37
Ravichandran Ashwin,Ravichandran Ashwin,Jaipur,4,29,0.0,128.67,127.59,127.06,0.0,17.95,18.5,52.37
Ravichandran Ashwin,Ravichandran Ashwin,Kolkata,1,12,0.0,128.67,75.0,139.66,0.0,17.95,9.0,52.37
Ravichandran Ashwin,Ravichandran Ashwin,Mumbai,11,196,0.926,128.67,139.8,115.79,0.12,17.95,24.91,52.37
Ravichandran Ashwin,Ravichandran Ashwin,Pune,1,9,0.0,128.67,188.89,116.06,0.0,17.95,17.0,52.37
Ravindra Jadeja,Ravindra Jadeja,Ahmedabad,3,36,0.307,137.91,188.89,117.77,0.533,34.23,17.0,51.53
Ravindra Jadeja,Ravindra Jadeja,Bengaluru,1,9,0.0,137.91,133.33,133.24,0.0,34.23,12.0,51.53
Ravindra Jadeja,Ravindra Jadeja,Chennai,10,133,0.863,137.91,122.56,110.29,-0.183,34.23,20.38,51.53
Ravindra Jadeja,Ravindra Jadeja,Delhi,1,7,0.0,137.91,285.71,139.7,0.0,34.23,0.0,51.53
Ravindra Jadeja,Ravindra Jadeja,Dharamsala,1,28,0.0,137.91,160.71,129.46,0.0,34.23,45.0,51.53
Ravindra Jadeja,Ravindra Jadeja,Hyderabad,1,23,0.0,137.91,134.78,130.53,0.0,34.23,0.0,51.53
Ravindra Jadeja,Ravindra Jadeja,Jaipur,1,15,0.0,137.91,153.33,127.06,0.0,34.23,0.0,51.53
Ravindra Jadeja,Ravindra Jadeja,Kolkata,1,8,0.0,137.91,225.0,139.66,0.0,34.23,18.0,51.53
Ravindra Jadeja,Ravindra Jadeja,Lucknow,1,40,0.311,137.91,145.0,112.83,0.081,34.23,0.0,51.53
Ravindra Jadeja,Ravindra Jadeja,Mumbai,7,114,0.843,137.91,109.65,115.79,-0.306,34.23,13.89,51.53
Ravindra Jadeja,Ravindra Jadeja,Pune,3,18,0.0,137.91,144.44,116.06,0.0,34.23,13.0,51.53
Ravindra Jadeja,Ravindra Jadeja,Visakhapatnam,1,18,0.0,137.91,122.22,130.42,0.0,34.23,0.0,51.53
Rinku Singh,Rinku Singh,Ahmedabad,1,46,0.321,150.48,217.39,117.77,0.699,38.9,0.0,62.72
Rinku Singh,Rinku Singh,Bengaluru,2,16,0.0,150.48,150.0,133.24,0.0,38.9,0.0,62.72
Rinku Singh,Rinku Singh,Chennai,2,58,0.372,150.48,115.52,110.29,-0.417,38.9,33.5,62.72
Rinku Singh,Rinku Singh,Delhi,1,8,0.0,150.48,75.0,139.7,0.0,38.9,6.0,62.72
Rinku Singh,Rinku Singh,Hyderabad,1,38,0.309,150.48,131.58,130.53,-0.161,38.9,50.0,62.72
Rinku Singh,Rinku Singh,Kolkata,12,232,0.95,150.48,153.88,139.66,0.025,38.9,59.5,62.72
Rinku Singh,Rinku Singh,Lucknow,1,11,0.0,150.48,145.45,112.83,0.0,38.9,16.0,62.72
Rinku Singh,Rinku Singh,Mohali,1,4,0.0,150.48,100.0,145.91,0.0,38.9,4.0,62.72
Rinku Singh,Rinku Singh,Mumbai,6,178,0.908,150.48,158.43,115.79,0.086,38.9,70.5,62.72
Rinku Singh,Rinku Singh,Pune,2,17,0.0,150.48,70.59,116.06,0.0,38.9,6.0,62.72
Rinku Singh,Rinku Singh,Visakhapatnam,1,7,0.0,150.48,271.43,130.42,0.0,38.9,0.0,62.72
Rishabh Pant,Rishabh Pant,Ahmedabad,1,22,0.0,143.98,145.45,117.77,0.0,35.52,0.0,62.97
Rishabh Pant,Rishabh Pant,Delhi,4,114,0.843,143.98,158.77,139.7,0.11,35.52,60.33,62.97
Rishabh Pant,Rishabh Pant,Jaipur,1,27,0.0,143.98,107.41,127.06,0.0,35.52,29.0,62.97
Rishabh Pant,Rishabh Pant,Kolkata,1,21,0.0,143.98,133.33,139.66,0.0,35.52,28.0,62.97
Rishabh Pant,Rishabh Pant,Lucknow,1,24,0.0,143.98,170.83,112.83,0.0,35.52,41.0,62.97
Rishabh Pant,Rishabh Pant,Mullanpur,1,13,0.0,143.98,138.46,135.45,0.0,35.52,18.0,62.97
Rishabh Pant,Rishabh Pant,Mumbai,13,262,0.95,143.98,150.0,115.79,0.065,35.52,28.07,62.97
Rishabh Pant,Rishabh Pant,Pune,1,30,0.304,143.98,153.33,116.06,0.101,35.52,23.0,62.97
Rishabh Pant,Rishabh Pant,Visakhapatnam,2,59,0.38,143.98,183.05,130.42,0.333,35.52,54.0,62.97
Riyan Parag,Riyan Parag,Ahmedabad,2,44,0.317,141.07,90.91,117.77,-0.524,23.94,6.67,62.03
Riyan Parag,Riyan Parag,Delhi,1,23,0.0,141.07,121.74,139.7,0.0,23.94,28.0,62.03
Riyan Parag,Riyan Parag,Dharamsala,1,13,0.0,141.07,169.23,129.46,0.0,23.94,22.0,62.03
Riyan Parag,Riyan Parag,Guwahati,2,24,0.0,141.07,116.67,105.94,0.0,23.94,14.0,62.03
Riyan Parag,Riyan Parag,Hyderabad,2,62,0.405,141.07,150.0,130.53,0.076,23.94,46.5,62.03
Riyan Parag,Riyan Parag,Jaipur,6,150,0.88,141.07,156.0,127.06,0.134,23.94,58.5,62.03
Riyan Parag,Riyan Parag,Kolkata,2,19,0.0,141.07,215.79,139.66,0.0,23.94,41.0,62.03
Riyan Parag,Riyan Parag,Lucknow,1,11,0.0,141.07,127.27,112.83,0.0,23.94,14.0,62.03
Riyan Parag,Riyan Parag,Mullanpur,1,18,0.0,141.07,127.78,135.45,0.0,23.94,23.0,62.03
Riyan Parag,Riyan Parag,Mumbai,11,145,0.875,141.07,135.17,115.79,-0.064,23.94,19.6,62.03
Riyan Parag,Riyan Parag,Pune,2,38,0.309,141.07,176.32,116.06,0.379,23.94,0.0,62.03
Rohit Sharma,Rohit Sharma,Ahmedabad,3,90,0.763,132.41,120.0,117.77,-0.13,24.36,18.0,68.32
Rohit Sharma,Rohit Sharma,Bengaluru,1,10,0.0,132.41,10.0,133.24,0.0,24.36,1.0,68.32
Rohit Sharma,Rohit Sharma,Chennai,2,13,0.0,132.41,115.38,110.29,0.0,24.36,7.5,68.32
Rohit Sharma,Rohit Sharma,Delhi,2,55,0.354,132.41,152.73,139.7,0.151,24.36,42.0,68.32
Rohit Sharma,Rohit Sharma,Hyderabad,2,31,0.304,132.41,177.42,130.53,0.383,24.36,27.5,68.32
Rohit Sharma,Rohit Sharma,Jaipur,1,5,0.0,132.41,120.0,127.06,0.0,24.36,6.0,68.32
Rohit Sharma,Rohit Sharma,Lucknow,2,32,0.305,132.41,134.38,112.83,0.022,24.36,21.5,68.32
Rohit Sharma,Rohit Sharma,Mohali,1,3,0.0,132.41,0.0,145.91,0.0,24.36,0.0,68.32
Rohit Sharma,Rohit Sharma,Mullanpur,1,26,0.0,132.41,142.31,135.45,0.0,24.36,37.0,68.32
Rohit Sharma,Rohit Sharma,Mumbai,23,460,0.95,132.41,137.39,115.79,0.054,24.36,24.31,68.32
Rohit Sharma,Rohit Sharma,Pune,3,45,0.319,132.41,131.11,116.06,-0.014,24.36,19.67,68.32
Romario Shepherd,Romario Shepherd,Hyderabad,1,5,0.0,183.87,300.0,130.53,0.0,22.8,0.0,77.19
Romario Shepherd,Romario Shepherd,Lucknow,1,1,0.0,183.87,0.0,112.83,0.0,22.8,0.0,77.19
Romario Shepherd,Romario Shepherd,Mullanpur,1,2,0.0,183.87,50.0,135.45,0.0,22.8,1.0,77.19
Romario Shepherd,Romario Shepherd,Mumbai,4,43,0.315,183.87,158.14,115.79,-0.278,22.8,34.0,77.19
Romario Shepherd,Romario Shepherd,Pune,1,18,0.0,183.87,138.89,116.06,0.0,22.8,25.0,77.19
Rovman Powell,Rovman Powell,Delhi,2,13,0.0,152.51,161.54,139.7,0.0,19.65,21.0,70.06
Rovman Powell,Rovman Powell,Guwahati,1,2,0.0,152.51,100.0,105.94,0.0,19.65,2.0,70.06
Rovman Powell,Rovman Powell,Hyderabad,1,12,0.0,152.51,125.0,130.53,0.0,19.65,0.0,70.06
Rovman Powell,Rovman Powell,Kolkata,1,13,0.0,152.51,200.0,139.66,0.0,19.65,26.0,70.06
Rovman Powell,Rovman Powell,Lucknow,1,3,0.0,152.51,33.33,112.83,0.0,19.65,1.0,70.06
Rovman Powell,Rovman Powell,Mullanpur,1,5,0.0,152.51,220.0,135.45,0.0,19.65,11.0,70.06
Rovman Powell,Rovman Powell,Mumbai,11,182,0.912,152.51,133.52,115.79,-0.205,19.65,20.25,70.06
Rovman Powell,Rovman Powell,Pune,1,12,0.0,152.51,166.67,116.06,0.0,19.65,20.0,70.06
Ruturaj Gaikwad,Ruturaj Gaikwad,Ahmedabad,3,138,0.868,139.66,171.01,117.77,0.328,41.04,39.33,60.82
Ruturaj Gaikwad,Ruturaj Gaikwad,Bengaluru,1,6,0.0,139.66,50.0,133.24,0.0,41.04,3.0,60.82
Ruturaj Gaikwad,Ruturaj Gaikwad,Chennai,14,478,0.95,139.66,145.61,110.29,0.071,41.04,63.27,60.82
Ruturaj Gaikwad,Ruturaj Gaikwad,Delhi,1,51,0.336,139.66,156.86,139.7,0.128,41.04,80.0,60.82
Ruturaj Gaikwad,Ruturaj Gaikwad,Dharamsala,1,21,0.0,139.66,152.38,129.46,0.0,41.04,32.0,60.82
Ruturaj Gaikwad,Ruturaj Gaikwad,Hyderabad,1,21,0.0,139.66,123.81,130.53,0.0,41.04,26.0,60.82
Ruturaj Gaikwad,Ruturaj Gaikwad,Jaipur,1,29,0.0,139.66,162.07,127.06,0.0,41.04,47.0,60.82
Ruturaj Gaikwad,Ruturaj Gaikwad,Kolkata,1,20,0.0,139.66,175.0,139.66,0.0,41.04,35.0,60.82
Ruturaj Gaikwad,Ruturaj Gaikwad,Lucknow,1,13,0.0,139.66,130.77,112.83,0.0,41.04,17.0,60.82
Ruturaj Gaikwad,Ruturaj Gaikwad,Mumbai,13,313,0.95,139.66,118.85,115.79,-0.225,41.04,23.25,60.82
Ruturaj Gaikwad,Ruturaj Gaikwad,Pune,3,131,0.861,139.66,154.96,116.06,0.165,41.04,67.67,60.82
Ruturaj Gaikwad,Ruturaj Gaikwad,Visakhapatnam,1,3,0.0,139.66,66.67,130.42,0.0,41.04,2.0,60.82
Sai Kishore,Sai Kishore,Delhi,1,6,0.0,216.67,283.33,139.7,0.0,13.0,17.0,92.31
Sai Sudharsan,Sai Sudharsan,Ahmedabad,12,810,0.95,139.17,156.05,117.77,0.177,47.0,63.2,54.74
Sai Sudharsan,Sai Sudharsan,Bengaluru,1,15,0.0,139.17,46.67,133.24,0.0,47.0,7.0,54.74
Sai Sudharsan,Sai Sudharsan,Chennai,1,35,0.306,139.17,120.0,110.29,-0.228,47.0,42.0,54.74
Sai Sudharsan,Sai Sudharsan,Delhi,2,88,0.745,139.17,146.59,139.7,0.055,47.0,129.0,54.74
Sai Sudharsan,Sai Sudharsan,Jaipur,1,29,0.0,139.17,120.69,127.06,0.0,47.0,35.0,54.74
Sai Sudharsan,Sai Sudharsan,Lucknow,1,24,0.0,139.17,150.0,112.83,0.0,47.0,36.0,54.74
Sai Sudharsan,Sai Sudharsan,Mohali,1,20,0.0,139.17,95.0,145.91,0.0,47.0,19.0,54.74
Sai Sudharsan,Sai Sudharsan,Mullanpur,1,34,0.306,139.17,91.18,135.45,-0.379,47.0,31.0,54.74
Sai Sudharsan,Sai Sudharsan,Mumbai,5,173,0.903,139.17,126.59,115.79,-0.136,47.0,43.8,54.74
Sam Curran,Sam Curran,Ahmedabad,1,16,0.0,130.37,62.5,117.77,0.0,24.0,5.0,53.03
Sam Curran,Sam Curran,Bengaluru,1,19,0.0,130.37,136.84,133.24,0.0,24.0,26.0,53.03
Sam Curran,Sam Curran,Chennai,2,45,0.319,130.37,142.22,110.29,0.141,24.0,64.0,53.03
Sam Curran,Sam Curran,Delhi,1,25,0.0,130.37,84.0,139.7,0.0,24.0,21.0,53.03
Sam Curran,Sam Curran,Dharamsala,3,62,0.405,130.37,132.26,129.46,0.016,24.0,27.33,53.03
Sam Curran,Sam Curran,Hyderabad,1,15,0.0,130.37,146.67,130.53,0.0,24.0,22.0,53.03
Sam Curran,Sam Curran,Kolkata,1,9,0.0,130.37,44.44,139.66,0.0,24.0,4.0,53.03
Sam Curran,Sam Curran,Lucknow,2,7,0.0,130.37,85.71,112.83,0.0,24.0,3.0,53.03
Sam Curran,Sam Curran,Mohali,4,66,0.448,130.37,127.27,145.91,-0.021,24.0,28.0,53.03
Sam Curran,Sam Curran,Mullanpur,5,108,0.836,130.37,123.15,135.45,-0.057,24.0,26.6,53.03
Sam Curran,Sam Curran,Mumbai,1,30,0.304,130.37,193.33,115.79,0.681,24.0,58.0,53.03
Sameer Rizvi,Sameer Rizvi,Chennai,2,29,0.0,102.86,120.69,110.29,0.0,9.0,17.5,44.44
Sameer Rizvi,Sameer Rizvi,Lucknow,1,5,0.0,102.86,20.0,112.83,0.0,9.0,1.0,44.44
Sameer Rizvi,Sameer Rizvi,Visakhapatnam,1,1,0.0,102.86,0.0,130.42,0.0,9.0,0.0,44.44
Sanju Samson,Sanju Samson,Ahmedabad,3,128,0.858,149.16,151.56,117.77,0.025,37.77,32.33,65.8
Sanju Samson,Sanju Samson,Bengaluru,1,15,0.0,149.16,153.33,133.24,0.0,37.77,23.0,65.8
Sanju Samson,Sanju Samson,Chennai,1,2,0.0,149.16,0.0,110.29,0.0,37.77,0.0,65.8
Sanju Samson,Sanju Samson,Delhi,1,52,0.34,149.16,178.85,139.7,0.221,37.77,93.0,65.8
Sanju Samson,Sanju Samson,Dharamsala,1,3,0.0,149.16,66.67,129.46,0.0,37.77,2.0,65.8
Sanju Samson,Sanju Samson,Guwahati,2,30,0.304,149.16,156.67,105.94,0.097,37.77,23.5,65.8
Sanju Samson,Sanju Samson,Hyderabad,2,36,0.307,149.16,155.56,130.53,0.054,37.77,28.0,65.8
Sanju Samson,Sanju Samson,Jaipur,10,264,0.95,149.16,149.62,127.06,0.004,37.77,65.83,65.8
Sanju Samson,Sanju Samson,Kolkata,3,63,0.415,149.16,169.84,139.66,0.154,37.77,53.5,65.8
Sanju Samson,Sanju Samson,Lucknow,1,35,0.306,149.16,208.57,112.83,0.677,37.77,0.0,65.8
Sanju Samson,Sanju Samson,Mullanpur,1,14,0.0,149.16,128.57,135.45,0.0,37.77,18.0,65.8
Sanju Samson,Sanju Samson,Mumbai,14,278,0.95,149.16,145.32,115.79,-0.042,37.77,23.76,65.8
Sanju Samson,Sanju Samson,Pune,2,51,0.336,149.16,168.63,116.06,0.21,37.77,43.0,65.8
Shahbaz Ahmed,Shahbaz Ahmed,Ahmedabad,2,56,0.359,124.32,121.43,117.77,-0.03,21.08,34.0,49.41
Shahbaz Ahmed,Shahbaz Ahmed,Bengaluru,4,33,0.305,124.32,124.24,133.24,-0.001,21.08,13.67,49.41
Shahbaz Ahmed,Shahbaz Ahmed,Chennai,1,5,0.0,124.32,140.0,110.29,0.0,21.08,7.0,49.41
Shahbaz Ahmed,Shahbaz Ahmed,Delhi,1,29,0.0,124.32,203.45,139.7,0.0,21.08,59.0,49.41
Shahbaz Ahmed,Shahbaz Ahmed,Hyderabad,2,55,0.354,124.32,105.45,130.53,-0.161,21.08,58.0,49.41
Shahbaz Ahmed,Shahbaz Ahmed,Kolkata,2,10,0.0,124.32,210.0,139.66,0.0,21.08,10.5,49.41
Shahbaz Ahmed,Shahbaz Ahmed,Mohali,1,3,0.0,124.32,166.67,145.91,0.0,21.08,0.0,49.41
Shahbaz Ahmed,Shahbaz Ahmed,Mullanpur,1,8,0.0,124.32,187.5,135.45,0.0,21.08,0.0,49.41
Shahbaz Ahmed,Shahbaz Ahmed,Mumbai,9,245,0.95,124.32,131.84,115.79,0.081,21.08,40.38,49.41
Shahbaz Ahmed,Shahbaz Ahmed,Pune,2,29,0.0,124.32,68.97,116.06,0.0,21.08,6.67,49.41
Shardul Thakur,Shardul Thakur,Ahmedabad,2,10,0.0,147.59,60.0,117.77,0.0,13.61,3.0,63.67
Shardul Thakur,Shardul Thakur,Dharamsala,1,12,0.0,147.59,150.0,129.46,0.0,13.61,18.0,63.67
Shardul Thakur,Shardul Thakur,Hyderabad,1,7,0.0,147.59,128.57,130.53,0.0,13.61,9.0,63.67
Shardul Thakur,Shardul Thakur,Kolkata,5,49,0.329,147.59,175.51,139.66,0.208,13.61,21.5,63.67
Shardul Thakur,Shardul Thakur,Mohali,1,3,0.0,147.59,266.67,145.91,0.0,13.61,0.0,63.67
Shardul Thakur,Shardul Thakur,Mumbai,9,107,0.835,147.59,139.25,115.79,-0.09,13.61,16.56,63.67
Shardul Thakur,Shardul Thakur,Pune,1,6,0.0,147.59,116.67,116.06,0.0,13.61,7.0,63.67
Shashank Singh,Shashank Singh,Ahmedabad,1,60,0.387,164.45,220.0,117.77,0.581,42.1,0.0,66.98
Shashank Singh,Shashank Singh,Bengaluru,1,8,0.0,164.45,262.5,133.24,0.0,42.1,0.0,66.98
Shashank Singh,Shashank Singh,Chennai,1,27,0.0,164.45,96.3,110.29,0.0,42.1,0.0,66.98
Shashank Singh,Shashank Singh,Dharamsala,2,40,0.311,164.45,165.0,129.46,0.005,42.1,66.0,66.98
Shashank Singh,Shashank Singh,Kolkata,1,29,0.0,164.45,237.93,139.66,0.0,42.1,0.0,66.98
Shashank Singh,Shashank Singh,Lucknow,1,7,0.0,164.45,142.86,112.83,0.0,42.1,0.0,66.98
Shashank Singh,Shashank Singh,Mullanpur,5,77,0.605,164.45,135.06,135.45,-0.232,42.1,26.0,66.98
Shashank Singh,Shashank Singh,Mumbai,3,20,0.0,164.45,190.0,115.79,0.0,42.1,19.0,66.98
Shashank Singh,Shashank Singh,Pune,2,26,0.0,164.45,100.0,116.06,0.0,42.1,13.0,66.98
Sherfane Rutherford,Sherfane Rutherford,Mumbai,2,92,0.778,66.0,78.26,115.79,0.133,16.5,24.0,30.3
Shimron Hetmyer,Shimron Hetmyer,Ahmedabad,3,84,0.702,158.98,166.67,117.77,0.08,37.52,70.0,64.39
Shimron Hetmyer,Shimron Hetmyer,Bengaluru,1,10,0.0,158.98,60.0,133.24,0.0,37.52,6.0,64.39
Shimron Hetmyer,Shimron Hetmyer,Chennai,1,19,0.0,158.98,163.16,110.29,0.0,37.52,0.0,64.39
Shimron Hetmyer,Shimron Hetmyer,Dharamsala,1,32,0.305,158.98,156.25,129.46,-0.024,37.52,50.0,64.39
Shimron Hetmyer,Shimron Hetmyer,Guwahati,2,39,0.31,158.98,194.87,105.94,0.464,37.52,76.0,64.39
Shimron Hetmyer,Shimron Hetmyer,Hyderabad,2,25,0.0,158.98,140.0,130.53,0.0,37.52,35.0,64.39
Shimron Hetmyer,Shimron Hetmyer,Jaipur,9,79,0.635,158.98,135.44,127.06,-0.211,37.52,17.83,64.39
Shimron Hetmyer,Shimron Hetmyer,Kolkata,2,8,0.0,158.98,50.0,139.66,0.0,37.52,2.0,64.39
Shimron Hetmyer,Shimron Hetmyer,Mullanpur,1,10,0.0,158.98,270.0,135.45,0.0,37.52,0.0,64.39
Shimron Hetmyer,Shimron Hetmyer,Mumbai,11,229,0.95,158.98,162.01,115.79,0.033,37.52,61.83,64.39
Shimron Hetmyer,Shimron Hetmyer,Pune,2,21,0.0,158.98,180.95,116.06,0.0,37.52,38.0,64.39
Shivam Dube,Shivam Dube,Ahmedabad,3,106,0.833,152.09,147.17,117.77,-0.051,34.42,39.0,64.22
Shivam Dube,Shivam Dube,Bengaluru,1,28,0.0,152.09,189.29,133.24,0.0,34.42,53.0,64.22
Shivam Dube,Shivam Dube,Chennai,13,244,0.95,152.09,168.03,110.29,0.19,34.42,45.56,64.22
Shivam Dube,Shivam Dube,Delhi,1,12,0.0,152.09,208.33,139.7,0.0,34.42,25.0,64.22
Shivam Dube,Shivam Dube,Dharamsala,1,1,0.0,152.09,0.0,129.46,0.0,34.42,0.0,64.22
Shivam Dube,Shivam Dube,Hyderabad,1,24,0.0,152.09,187.5,130.53,0.0,34.42,45.0,64.22
Shivam Dube,Shivam Dube,Jaipur,1,34,0.306,152.09,158.82,127.06,0.06,34.42,54.0,64.22
Shivam Dube,Shivam Dube,Kolkata,1,21,0.0,152.09,238.1,139.66,0.0,34.42,50.0,64.22
Shivam Dube,Shivam Dube,Lucknow,1,8,0.0,152.09,37.5,112.83,0.0,34.42,3.0,64.22
Shivam Dube,Shivam Dube,Mumbai,12,327,0.95,152.09,161.47,115.79,0.101,34.42,40.62,64.22
Shivam Dube,Shivam Dube,Pune,1,17,0.0,152.09,111.76,116.06,0.0,34.42,0.0,64.22
Shivam Dube,Shivam Dube,Visakhapatnam,1,19,0.0,152.09,110.53,130.42,0.0,34.42,21.0,64.22
Shreyas Iyer,Shreyas Iyer,Bengaluru,1,24,0.0,127.57,162.5,133.24,0.0,32.92,0.0,53.27
Shreyas Iyer,Shreyas Iyer,Chennai,1,33,0.305,127.57,106.06,110.29,-0.256,32.92,35.0,53.27
Shreyas Iyer,Shreyas Iyer,Kolkata,6,122,0.852,127.57,139.34,139.66,0.087,32.92,42.5,53.27
Shreyas Iyer,Shreyas Iyer,Lucknow,1,17,0.0,127.57,152.94,112.83,0.0,32.92,0.0,53.27
Shreyas Iyer,Shreyas Iyer,Mumbai,12,354,0.95,127.57,135.31,115.79,0.084,32.92,31.93,53.27
Shreyas Iyer,Shreyas Iyer,Pune,3,24,0.0,127.57,129.17,116.06,0.0,32.92,10.33,53.27
Shreyas Iyer,Shreyas Iyer,Visakhapatnam,1,11,0.0,127.57,163.64,130.42,0.0,32.92,18.0,53.27
Shubham Dubey,Shubham Dubey,Delhi,1,14,0.0,183.33,192.86,139.7,0.0,33.0,27.0,72.73
Shubham Dubey,Shubham Dubey,Mumbai,1,6,0.0,183.33,133.33,115.79,0.0,33.0,0.0,72.73
Shubman Gill,Shubman Gill,Ahmedabad,16,1132,0.95,140.56,163.6,117.77,0.241,39.95,66.14,57.88
Shubman Gill,Shubman Gill,Bengaluru,2,64,0.425,140.56,175.0,133.24,0.281,39.95,112.0,57.88
Shubman Gill,Shubman Gill,Chennai,2,46,0.321,140.56,117.39,110.29,-0.276,39.95,27.0,57.88
Shubman Gill,Shubman Gill,Delhi,2,18,0.0,140.56,116.67,139.7,0.0,39.95,10.5,57.88
Shubman Gill,Shubman Gill,Jaipur,2,80,0.649,140.56,138.75,127.06,-0.016,39.95,55.5,57.88
Shubman Gill,Shubman Gill,Kolkata,2,58,0.372,140.56,155.17,139.66,0.109,39.95,45.0,57.88
Shubman Gill,Shubman Gill,Lucknow,2,23,0.0,140.56,82.61,112.83,0.0,39.95,9.5,57.88
Shubman Gill,Shubman Gill,Mohali,1,49,0.329,140.56,136.73,145.91,-0.026,39.95,67.0,57.88
Shubman Gill,Shubman Gill,Mullanpur,1,29,0.0,140.56,127.59,135.45,0.0,39.95,37.0,57.88
Shubman Gill,Shubman Gill,Mumbai,12,254,0.95,140.56,124.41,115.79,-0.175,39.95,17.56,57.88
Shubman Gill,Shubman Gill,Pune,3,99,0.814,140.56,152.53,116.06,0.129,39.95,75.5,57.88
Sunil Narine,Sunil Narine,Ahmedabad,1,2,0.0,169.81,0.0,117.77,0.0,18.03,0.0,80.26
Sunil Narine,Sunil Narine,Bengaluru,1,23,0.0,169.81,247.83,133.24,0.0,18.03,57.0,80.26
Sunil Narine,Sunil Narine,Chennai,1,23,0.0,169.81,147.83,110.29,0.0,18.03,34.0,80.26
Sunil Narine,Sunil Narine,Delhi,1,6,0.0,169.81,66.67,139.7,0.0,18.03,4.0,80.26
Sunil Narine,Sunil Narine,Hyderabad,1,2,0.0,169.81,50.0,130.53,0.0,18.03,1.0,80.26
Sunil Narine,Sunil Narine,Kolkata,10,148,0.878,169.81,168.92,139.66,-0.007,18.03,27.78,80.26
