PLAYER_ID,PLAYER_NAME,PLAYER_TYPE,PLAYER_IPL_TEAM,TOTAL_WICKETS,BOWLING_AVG,ECONOMY_RATE,2WK_HAULS,3WK_HAULS,4WK_HAULS,RUNS_GIVEN,TOTAL_OVERS,TOTAL_DOTS,BEST_FIGURE,STRIKE_RATE,MAIDENS,PP/DEATH_FIG,CATCHES_TAKEN,CATCHES_DROPPED,RUN_OUT_(%),RUNS_SAVED,BOUNDARIES_SAVED
44e9f622-2d6d-41e5-917c-d5a116b6cdec_IPL,Axar Patel,All-Rounder,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44e9f622-2d6d-41e5-917c-d5a116b6cdec_T20I,Axar Patel,All-Rounder,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44e9f622-2d6d-41e5-917c-d5a116b6cdec_ODI,Axar Patel,All-Rounder,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44e9f622-2d6d-41e5-917c-d5a116b6cdec_STATE_T20,Axar Patel,All-Rounder,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44e9f622-2d6d-41e5-917c-d5a116b6cdec_SMAT_ELITE,Axar Patel,All-Rounder,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44e9f622-2d6d-41e5-917c-d5a116b6cdec_VIJAY_HAZARE,Axar Patel,All-Rounder,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44e9f622-2d6d-41e5-917c-d5a116b6cdec_VINOO_MANKAD,Axar Patel,All-Rounder,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44e9f622-2d6d-41e5-917c-d5a116b6cdec_DULEEP_TROPHY,Axar Patel,All-Rounder,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44e9f622-2d6d-41e5-917c-d5a116b6cdec_RANJI_TROPHY,Axar Patel,All-Rounder,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44e9f622-2d6d-41e5-917c-d5a116b6cdec_BBL,Axar Patel,All-Rounder,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44e9f622-2d6d-41e5-917c-d5a116b6cdec_CPL,Axar Patel,All-Rounder,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44e9f622-2d6d-41e5-917c-d5a116b6cdec_SA20,Axar Patel,All-Rounder,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44e9f622-2d6d-41e5-917c-d5a116b6cdec_ILT20,Axar Patel,All-Rounder,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ac05e212-c820-4ecd-a6e7-adae053c6fb0_IPL,Sameer Rizvi,All-Rounder,DC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
